scoreline,first_set,is_straight_sets,num_sets,set1_score,set2_score,set3_score,observed_all_time,observed_2024,count_all_time,count_atp_all_time,count_wta_all_time,count_2024,count_atp_2024,count_wta_2024
7-6 5-7 6-1,7-6,FALSE,3,7-6,5-7,6-1,TRUE,FALSE,52,28,24,0,0,0
6-0 6-7 6-1,6-0,FALSE,3,6-0,6-7,6-1,TRUE,TRUE,29,17,12,1,1,0
6-1 6-7 6-1,6-1,FALSE,3,6-1,6-7,6-1,TRUE,TRUE,82,34,48,2,1,1
6-2 6-7 6-1,6-2,FALSE,3,6-2,6-7,6-1,TRUE,TRUE,148,81,67,3,3,0
6-3 6-7 6-1,6-3,FALSE,3,6-3,6-7,6-1,TRUE,TRUE,197,119,78,7,3,4
6-4 6-7 6-1,6-4,FALSE,3,6-4,6-7,6-1,TRUE,TRUE,193,107,86,7,4,3
7-5 6-7 6-1,7-5,FALSE,3,7-5,6-7,6-1,TRUE,FALSE,90,43,47,0,0,0
7-6 6-7 6-1,7-6,FALSE,3,7-6,6-7,6-1,TRUE,TRUE,88,59,29,6,3,3
6-0 0-6 6-2,6-0,FALSE,3,6-0,0-6,6-2,TRUE,FALSE,7,4,3,0,0,0
6-1 0-6 6-2,6-1,FALSE,3,6-1,0-6,6-2,TRUE,FALSE,17,5,12,0,0,0
6-2 0-6 6-2,6-2,FALSE,3,6-2,0-6,6-2,TRUE,FALSE,28,9,19,0,0,0
6-3 0-6 6-2,6-3,FALSE,3,6-3,0-6,6-2,TRUE,FALSE,43,17,26,0,0,0
6-4 0-6 6-2,6-4,FALSE,3,6-4,0-6,6-2,TRUE,FALSE,50,21,29,0,0,0
7-5 0-6 6-2,7-5,FALSE,3,7-5,0-6,6-2,TRUE,FALSE,17,5,12,0,0,0
7-6 0-6 6-2,7-6,FALSE,3,7-6,0-6,6-2,TRUE,FALSE,21,13,8,0,0,0
6-0 1-6 6-2,6-0,FALSE,3,6-0,1-6,6-2,TRUE,FALSE,16,5,11,0,0,0
6-1 1-6 6-2,6-1,FALSE,3,6-1,1-6,6-2,TRUE,TRUE,51,19,32,1,1,0
6-2 1-6 6-2,6-2,FALSE,3,6-2,1-6,6-2,TRUE,FALSE,77,28,49,0,0,0
6-3 1-6 6-2,6-3,FALSE,3,6-3,1-6,6-2,TRUE,TRUE,155,79,76,3,2,1
6-4 1-6 6-2,6-4,FALSE,3,6-4,1-6,6-2,TRUE,TRUE,142,63,79,7,5,2
7-5 1-6 6-2,7-5,FALSE,3,7-5,1-6,6-2,TRUE,FALSE,59,20,39,0,0,0
7-6 1-6 6-2,7-6,FALSE,3,7-6,1-6,6-2,TRUE,FALSE,69,36,33,0,0,0
6-0 2-6 6-2,6-0,FALSE,3,6-0,2-6,6-2,TRUE,FALSE,38,11,27,0,0,0
6-1 2-6 6-2,6-1,FALSE,3,6-1,2-6,6-2,TRUE,TRUE,122,37,85,3,0,3
6-2 2-6 6-2,6-2,FALSE,3,6-2,2-6,6-2,TRUE,TRUE,153,57,96,1,0,1
6-3 2-6 6-2,6-3,FALSE,3,6-3,2-6,6-2,TRUE,TRUE,221,96,125,2,0,2
6-4 2-6 6-2,6-4,FALSE,3,6-4,2-6,6-2,TRUE,TRUE,223,96,127,4,1,3
7-5 2-6 6-2,7-5,FALSE,3,7-5,2-6,6-2,TRUE,TRUE,79,33,46,1,0,1
7-6 2-6 6-2,7-6,FALSE,3,7-6,2-6,6-2,TRUE,TRUE,101,55,46,1,1,0
6-0 3-6 6-2,6-0,FALSE,3,6-0,3-6,6-2,TRUE,TRUE,57,16,41,2,0,2
6-1 3-6 6-2,6-1,FALSE,3,6-1,3-6,6-2,TRUE,TRUE,187,75,112,1,1,0
6-2 3-6 6-2,6-2,FALSE,3,6-2,3-6,6-2,TRUE,TRUE,266,109,157,5,1,4
6-3 3-6 6-2,6-3,FALSE,3,6-3,3-6,6-2,TRUE,TRUE,401,202,199,7,3,4
6-4 3-6 6-2,6-4,FALSE,3,6-4,3-6,6-2,TRUE,TRUE,366,186,180,8,4,4
7-5 3-6 6-2,7-5,FALSE,3,7-5,3-6,6-2,TRUE,TRUE,146,66,80,1,0,1
7-6 3-6 6-2,7-6,FALSE,3,7-6,3-6,6-2,TRUE,TRUE,188,107,81,3,0,3
6-0 4-6 6-2,6-0,FALSE,3,6-0,4-6,6-2,TRUE,TRUE,66,28,38,2,0,2
6-1 4-6 6-2,6-1,FALSE,3,6-1,4-6,6-2,TRUE,TRUE,184,68,116,3,0,3
6-2 4-6 6-2,6-2,FALSE,3,6-2,4-6,6-2,TRUE,TRUE,293,125,168,3,2,1
6-3 4-6 6-2,6-3,FALSE,3,6-3,4-6,6-2,TRUE,TRUE,385,161,224,4,1,3
6-4 4-6 6-2,6-4,FALSE,3,6-4,4-6,6-2,TRUE,TRUE,386,187,199,5,1,4
7-5 4-6 6-2,7-5,FALSE,3,7-5,4-6,6-2,TRUE,FALSE,169,81,88,0,0,0
7-6 4-6 6-2,7-6,FALSE,3,7-6,4-6,6-2,TRUE,TRUE,204,113,91,3,2,1
6-0 5-7 6-2,6-0,FALSE,3,6-0,5-7,6-2,TRUE,FALSE,32,10,22,0,0,0
6-1 5-7 6-2,6-1,FALSE,3,6-1,5-7,6-2,TRUE,TRUE,103,44,59,3,2,1
6-2 5-7 6-2,6-2,FALSE,3,6-2,5-7,6-2,TRUE,TRUE,152,48,104,3,1,2
6-3 5-7 6-2,6-3,FALSE,3,6-3,5-7,6-2,TRUE,TRUE,190,84,106,2,1,1
6-4 5-7 6-2,6-4,FALSE,3,6-4,5-7,6-2,TRUE,TRUE,167,88,79,3,3,0
7-5 5-7 6-2,7-5,FALSE,3,7-5,5-7,6-2,TRUE,TRUE,72,37,35,1,0,1
7-6 5-7 6-2,7-6,FALSE,3,7-6,5-7,6-2,TRUE,FALSE,91,61,30,0,0,0
6-0 6-7 6-2,6-0,FALSE,3,6-0,6-7,6-2,TRUE,TRUE,54,23,31,3,1,2
6-1 6-7 6-2,6-1,FALSE,3,6-1,6-7,6-2,TRUE,TRUE,114,60,54,1,1,0
6-2 6-7 6-2,6-2,FALSE,3,6-2,6-7,6-2,TRUE,TRUE,171,99,72,3,2,1
6-3 6-7 6-2,6-3,FALSE,3,6-3,6-7,6-2,TRUE,TRUE,255,163,92,3,3,0
6-4 6-7 6-2,6-4,FALSE,3,6-4,6-7,6-2,TRUE,TRUE,214,115,99,3,1,2
7-5 6-7 6-2,7-5,FALSE,3,7-5,6-7,6-2,TRUE,TRUE,121,58,63,5,2,3
7-6 6-7 6-2,7-6,FALSE,3,7-6,6-7,6-2,TRUE,TRUE,169,119,50,2,1,1
6-0 0-6 6-3,6-0,FALSE,3,6-0,0-6,6-3,TRUE,FALSE,4,1,3,0,0,0
6-1 0-6 6-3,6-1,FALSE,3,6-1,0-6,6-3,TRUE,TRUE,21,5,16,1,0,1
6-2 0-6 6-3,6-2,FALSE,3,6-2,0-6,6-3,TRUE,FALSE,42,12,30,0,0,0
6-3 0-6 6-3,6-3,FALSE,3,6-3,0-6,6-3,TRUE,FALSE,47,15,32,0,0,0
6-4 0-6 6-3,6-4,FALSE,3,6-4,0-6,6-3,TRUE,FALSE,34,14,20,0,0,0
7-5 0-6 6-3,7-5,FALSE,3,7-5,0-6,6-3,TRUE,TRUE,34,15,19,1,0,1
7-6 0-6 6-3,7-6,FALSE,3,7-6,0-6,6-3,TRUE,TRUE,31,13,18,1,0,1
6-0 1-6 6-3,6-0,FALSE,3,6-0,1-6,6-3,TRUE,TRUE,16,4,12,1,0,1
6-1 1-6 6-3,6-1,FALSE,3,6-1,1-6,6-3,TRUE,FALSE,112,61,51,0,0,0
6-2 1-6 6-3,6-2,FALSE,3,6-2,1-6,6-3,TRUE,TRUE,139,66,73,1,1,0
6-3 1-6 6-3,6-3,FALSE,3,6-3,1-6,6-3,TRUE,TRUE,261,144,117,5,1,4
6-4 1-6 6-3,6-4,FALSE,3,6-4,1-6,6-3,TRUE,TRUE,281,156,125,8,4,4
7-5 1-6 6-3,7-5,FALSE,3,7-5,1-6,6-3,TRUE,TRUE,81,37,44,1,1,0
7-6 1-6 6-3,7-6,FALSE,3,7-6,1-6,6-3,TRUE,TRUE,133,76,57,1,0,1
6-0 2-6 6-3,6-0,FALSE,3,6-0,2-6,6-3,TRUE,TRUE,41,23,18,1,0,1
6-1 2-6 6-3,6-1,FALSE,3,6-1,2-6,6-3,TRUE,TRUE,118,45,73,1,0,1
6-2 2-6 6-3,6-2,FALSE,3,6-2,2-6,6-3,TRUE,TRUE,261,119,142,4,3,1
6-3 2-6 6-3,6-3,FALSE,3,6-3,2-6,6-3,TRUE,TRUE,289,136,153,3,1,2
6-4 2-6 6-3,6-4,FALSE,3,6-4,2-6,6-3,TRUE,TRUE,288,130,158,2,2,0
7-5 2-6 6-3,7-5,FALSE,3,7-5,2-6,6-3,TRUE,TRUE,132,66,66,2,0,2
7-6 2-6 6-3,7-6,FALSE,3,7-6,2-6,6-3,TRUE,TRUE,204,119,85,3,2,1
6-0 3-6 6-3,6-0,FALSE,3,6-0,3-6,6-3,TRUE,FALSE,77,33,44,0,0,0
6-1 3-6 6-3,6-1,FALSE,3,6-1,3-6,6-3,TRUE,TRUE,319,158,161,7,4,3
6-2 3-6 6-3,6-2,FALSE,3,6-2,3-6,6-3,TRUE,TRUE,471,258,213,6,1,5
6-3 3-6 6-3,6-3,FALSE,3,6-3,3-6,6-3,TRUE,TRUE,830,530,300,17,9,8
6-4 3-6 6-3,6-4,FALSE,3,6-4,3-6,6-3,TRUE,TRUE,773,513,260,23,14,9
7-5 3-6 6-3,7-5,FALSE,3,7-5,3-6,6-3,TRUE,TRUE,246,141,105,5,2,3
7-6 3-6 6-3,7-6,FALSE,3,7-6,3-6,6-3,TRUE,TRUE,364,260,104,6,4,2
6-0 4-6 6-3,6-0,FALSE,3,6-0,4-6,6-3,TRUE,TRUE,95,46,49,2,0,2
6-1 4-6 6-3,6-1,FALSE,3,6-1,4-6,6-3,TRUE,TRUE,227,101,126,6,1,5
6-2 4-6 6-3,6-2,FALSE,3,6-2,4-6,6-3,TRUE,TRUE,381,176,205,7,3,4
6-3 4-6 6-3,6-3,FALSE,3,6-3,4-6,6-3,TRUE,TRUE,478,246,232,6,4,2
6-4 4-6 6-3,6-4,FALSE,3,6-4,4-6,6-3,TRUE,TRUE,515,257,258,9,4,5
7-5 4-6 6-3,7-5,FALSE,3,7-5,4-6,6-3,TRUE,TRUE,297,169,128,8,4,4
7-6 4-6 6-3,7-6,FALSE,3,7-6,4-6,6-3,TRUE,TRUE,421,292,129,15,11,4
6-0 5-7 6-3,6-0,FALSE,3,6-0,5-7,6-3,TRUE,FALSE,37,15,22,0,0,0
6-1 5-7 6-3,6-1,FALSE,3,6-1,5-7,6-3,TRUE,TRUE,111,45,66,1,0,1
6-2 5-7 6-3,6-2,FALSE,3,6-2,5-7,6-3,TRUE,TRUE,156,84,72,3,2,1
6-3 5-7 6-3,6-3,FALSE,3,6-3,5-7,6-3,TRUE,TRUE,235,114,121,6,0,6
6-4 5-7 6-3,6-4,FALSE,3,6-4,5-7,6-3,TRUE,TRUE,202,109,93,4,3,1
7-5 5-7 6-3,7-5,FALSE,3,7-5,5-7,6-3,TRUE,FALSE,119,60,59,0,0,0
7-6 5-7 6-3,7-6,FALSE,3,7-6,5-7,6-3,TRUE,TRUE,143,86,57,2,2,0
6-0 6-7 6-3,6-0,FALSE,3,6-0,6-7,6-3,TRUE,FALSE,41,16,25,0,0,0
6-1 6-7 6-3,6-1,FALSE,3,6-1,6-7,6-3,TRUE,TRUE,178,92,86,4,1,3
6-2 6-7 6-3,6-2,FALSE,3,6-2,6-7,6-3,TRUE,TRUE,268,150,118,6,5,1
6-3 6-7 6-3,6-3,FALSE,3,6-3,6-7,6-3,TRUE,TRUE,414,298,116,8,7,1
6-4 6-7 6-3,6-4,FALSE,3,6-4,6-7,6-3,TRUE,TRUE,453,310,143,13,11,2
7-5 6-7 6-3,7-5,FALSE,3,7-5,6-7,6-3,TRUE,TRUE,137,80,57,4,1,3
7-6 6-7 6-3,7-6,FALSE,3,7-6,6-7,6-3,TRUE,TRUE,238,188,50,3,2,1
6-0 0-6 6-4,6-0,FALSE,3,6-0,0-6,6-4,TRUE,FALSE,6,0,6,0,0,0
6-1 0-6 6-4,6-1,FALSE,3,6-1,0-6,6-4,TRUE,FALSE,25,11,14,0,0,0
6-2 0-6 6-4,6-2,FALSE,3,6-2,0-6,6-4,TRUE,TRUE,39,17,22,1,0,1
6-3 0-6 6-4,6-3,FALSE,3,6-3,0-6,6-4,TRUE,TRUE,53,21,32,1,0,1
6-4 0-6 6-4,6-4,FALSE,3,6-4,0-6,6-4,TRUE,FALSE,64,28,36,0,0,0
7-5 0-6 6-4,7-5,FALSE,3,7-5,0-6,6-4,TRUE,FALSE,41,25,16,0,0,0
7-6 0-6 6-4,7-6,FALSE,3,7-6,0-6,6-4,TRUE,FALSE,28,14,14,0,0,0
6-0 1-6 6-4,6-0,FALSE,3,6-0,1-6,6-4,TRUE,FALSE,27,7,20,0,0,0
6-1 1-6 6-4,6-1,FALSE,3,6-1,1-6,6-4,TRUE,TRUE,84,30,54,1,0,1
6-2 1-6 6-4,6-2,FALSE,3,6-2,1-6,6-4,TRUE,TRUE,103,33,70,2,1,1
6-3 1-6 6-4,6-3,FALSE,3,6-3,1-6,6-4,TRUE,TRUE,166,78,88,1,0,1
6-4 1-6 6-4,6-4,FALSE,3,6-4,1-6,6-4,TRUE,TRUE,181,76,105,2,1,1
7-5 1-6 6-4,7-5,FALSE,3,7-5,1-6,6-4,TRUE,TRUE,82,31,51,1,0,1
7-6 1-6 6-4,7-6,FALSE,3,7-6,1-6,6-4,TRUE,TRUE,121,70,51,5,2,3
6-0 2-6 6-4,6-0,FALSE,3,6-0,2-6,6-4,TRUE,FALSE,47,19,28,0,0,0
6-1 2-6 6-4,6-1,FALSE,3,6-1,2-6,6-4,TRUE,TRUE,127,51,76,1,0,1
6-2 2-6 6-4,6-2,FALSE,3,6-2,2-6,6-4,TRUE,TRUE,219,95,124,3,0,3
6-3 2-6 6-4,6-3,FALSE,3,6-3,2-6,6-4,TRUE,TRUE,318,152,166,3,1,2
6-4 2-6 6-4,6-4,FALSE,3,6-4,2-6,6-4,TRUE,TRUE,358,190,168,8,3,5
7-5 2-6 6-4,7-5,FALSE,3,7-5,2-6,6-4,TRUE,TRUE,147,62,85,3,0,3
7-6 2-6 6-4,7-6,FALSE,3,7-6,2-6,6-4,TRUE,TRUE,181,98,83,7,2,5
6-0 3-6 6-4,6-0,FALSE,3,6-0,3-6,6-4,TRUE,TRUE,50,17,33,3,0,3
6-1 3-6 6-4,6-1,FALSE,3,6-1,3-6,6-4,TRUE,TRUE,179,87,92,3,0,3
6-2 3-6 6-4,6-2,FALSE,3,6-2,3-6,6-4,TRUE,TRUE,290,137,153,6,1,5
6-3 3-6 6-4,6-3,FALSE,3,6-3,3-6,6-4,TRUE,TRUE,442,223,219,6,2,4
6-4 3-6 6-4,6-4,FALSE,3,6-4,3-6,6-4,TRUE,TRUE,501,276,225,6,2,4
7-5 3-6 6-4,7-5,FALSE,3,7-5,3-6,6-4,TRUE,TRUE,169,79,90,2,0,2
7-6 3-6 6-4,7-6,FALSE,3,7-6,3-6,6-4,TRUE,TRUE,260,175,85,6,5,1
6-0 4-6 6-4,6-0,FALSE,3,6-0,4-6,6-4,TRUE,TRUE,57,23,34,2,1,1
6-1 4-6 6-4,6-1,FALSE,3,6-1,4-6,6-4,TRUE,TRUE,231,107,124,8,3,5
6-2 4-6 6-4,6-2,FALSE,3,6-2,4-6,6-4,TRUE,TRUE,356,162,194,4,2,2
6-3 4-6 6-4,6-3,FALSE,3,6-3,4-6,6-4,TRUE,TRUE,511,300,211,11,6,5
6-4 4-6 6-4,6-4,FALSE,3,6-4,4-6,6-4,TRUE,TRUE,558,306,252,14,10,4
7-5 4-6 6-4,7-5,FALSE,3,7-5,4-6,6-4,TRUE,TRUE,222,111,111,1,0,1
7-6 4-6 6-4,7-6,FALSE,3,7-6,4-6,6-4,TRUE,TRUE,298,187,111,5,2,3
6-0 5-7 6-4,6-0,FALSE,3,6-0,5-7,6-4,TRUE,FALSE,33,8,25,0,0,0
6-1 5-7 6-4,6-1,FALSE,3,6-1,5-7,6-4,TRUE,TRUE,115,61,54,3,2,1
6-2 5-7 6-4,6-2,FALSE,3,6-2,5-7,6-4,TRUE,TRUE,176,80,96,2,1,1
6-3 5-7 6-4,6-3,FALSE,3,6-3,5-7,6-4,TRUE,TRUE,298,162,136,6,3,3
6-4 5-7 6-4,6-4,FALSE,3,6-4,5-7,6-4,TRUE,TRUE,316,164,152,5,1,4
7-5 5-7 6-4,7-5,FALSE,3,7-5,5-7,6-4,TRUE,FALSE,115,63,52,0,0,0
7-6 5-7 6-4,7-6,FALSE,3,7-6,5-7,6-4,TRUE,TRUE,136,94,42,2,1,1
6-0 6-7 6-4,6-0,FALSE,3,6-0,6-7,6-4,TRUE,FALSE,49,19,30,0,0,0
6-1 6-7 6-4,6-1,FALSE,3,6-1,6-7,6-4,TRUE,TRUE,127,61,66,4,1,3
6-2 6-7 6-4,6-2,FALSE,3,6-2,6-7,6-4,TRUE,TRUE,222,126,96,2,1,1
6-3 6-7 6-4,6-3,FALSE,3,6-3,6-7,6-4,TRUE,TRUE,297,189,108,6,3,3
6-4 6-7 6-4,6-4,FALSE,3,6-4,6-7,6-4,TRUE,TRUE,360,247,113,7,5,2
7-5 6-7 6-4,7-5,FALSE,3,7-5,6-7,6-4,TRUE,TRUE,145,84,61,8,2,6
7-6 6-7 6-4,7-6,FALSE,3,7-6,6-7,6-4,TRUE,TRUE,276,224,52,5,4,1
6-0 0-6 7-5,6-0,FALSE,3,6-0,0-6,7-5,FALSE,FALSE,0,0,0,0,0,0
6-1 0-6 7-5,6-1,FALSE,3,6-1,0-6,7-5,TRUE,TRUE,10,3,7,1,0,1
6-2 0-6 7-5,6-2,FALSE,3,6-2,0-6,7-5,TRUE,FALSE,15,8,7,0,0,0
6-3 0-6 7-5,6-3,FALSE,3,6-3,0-6,7-5,TRUE,TRUE,28,14,14,1,0,1
6-4 0-6 7-5,6-4,FALSE,3,6-4,0-6,7-5,TRUE,TRUE,33,20,13,1,1,0
7-5 0-6 7-5,7-5,FALSE,3,7-5,0-6,7-5,TRUE,FALSE,8,5,3,0,0,0
7-6 0-6 7-5,7-6,FALSE,3,7-6,0-6,7-5,TRUE,FALSE,10,6,4,0,0,0
6-0 1-6 7-5,6-0,FALSE,3,6-0,1-6,7-5,TRUE,FALSE,12,3,9,0,0,0
6-1 1-6 7-5,6-1,FALSE,3,6-1,1-6,7-5,TRUE,TRUE,38,14,24,1,1,0
6-2 1-6 7-5,6-2,FALSE,3,6-2,1-6,7-5,TRUE,TRUE,58,21,37,2,0,2
6-3 1-6 7-5,6-3,FALSE,3,6-3,1-6,7-5,TRUE,TRUE,90,43,47,3,2,1
6-4 1-6 7-5,6-4,FALSE,3,6-4,1-6,7-5,TRUE,FALSE,102,51,51,0,0,0
7-5 1-6 7-5,7-5,FALSE,3,7-5,1-6,7-5,TRUE,TRUE,32,17,15,1,0,1
7-6 1-6 7-5,7-6,FALSE,3,7-6,1-6,7-5,TRUE,TRUE,59,34,25,1,0,1
6-0 2-6 7-5,6-0,FALSE,3,6-0,2-6,7-5,TRUE,FALSE,18,5,13,0,0,0
6-1 2-6 7-5,6-1,FALSE,3,6-1,2-6,7-5,TRUE,FALSE,53,20,33,0,0,0
6-2 2-6 7-5,6-2,FALSE,3,6-2,2-6,7-5,TRUE,TRUE,98,41,57,3,2,1
6-3 2-6 7-5,6-3,FALSE,3,6-3,2-6,7-5,TRUE,TRUE,132,70,62,3,2,1
6-4 2-6 7-5,6-4,FALSE,3,6-4,2-6,7-5,TRUE,TRUE,144,68,76,1,1,0
7-5 2-6 7-5,7-5,FALSE,3,7-5,2-6,7-5,TRUE,TRUE,67,28,39,1,0,1
7-6 2-6 7-5,7-6,FALSE,3,7-6,2-6,7-5,TRUE,TRUE,74,40,34,2,2,0
6-0 3-6 7-5,6-0,FALSE,3,6-0,3-6,7-5,TRUE,TRUE,33,10,23,1,0,1
6-1 3-6 7-5,6-1,FALSE,3,6-1,3-6,7-5,TRUE,TRUE,94,46,48,2,1,1
6-2 3-6 7-5,6-2,FALSE,3,6-2,3-6,7-5,TRUE,TRUE,188,93,95,3,0,3
6-3 3-6 7-5,6-3,FALSE,3,6-3,3-6,7-5,TRUE,TRUE,274,160,114,10,6,4
6-4 3-6 7-5,6-4,FALSE,3,6-4,3-6,7-5,TRUE,TRUE,258,142,116,5,4,1
7-5 3-6 7-5,7-5,FALSE,3,7-5,3-6,7-5,TRUE,TRUE,89,42,47,2,0,2
7-6 3-6 7-5,7-6,FALSE,3,7-6,3-6,7-5,TRUE,TRUE,147,85,62,7,1,6
6-0 4-6 7-5,6-0,FALSE,3,6-0,4-6,7-5,TRUE,FALSE,34,16,18,0,0,0
6-1 4-6 7-5,6-1,FALSE,3,6-1,4-6,7-5,TRUE,TRUE,106,50,56,3,0,3
6-2 4-6 7-5,6-2,FALSE,3,6-2,4-6,7-5,TRUE,TRUE,174,77,97,4,1,3
6-3 4-6 7-5,6-3,FALSE,3,6-3,4-6,7-5,TRUE,TRUE,218,107,111,2,0,2
6-4 4-6 7-5,6-4,FALSE,3,6-4,4-6,7-5,TRUE,TRUE,222,109,113,6,3,3
7-5 4-6 7-5,7-5,FALSE,3,7-5,4-6,7-5,TRUE,TRUE,107,53,54,1,1,0
7-6 4-6 7-5,7-6,FALSE,3,7-6,4-6,7-5,TRUE,TRUE,151,96,55,4,2,2
6-0 5-7 7-5,6-0,FALSE,3,6-0,5-7,7-5,TRUE,FALSE,14,5,9,0,0,0
6-1 5-7 7-5,6-1,FALSE,3,6-1,5-7,7-5,TRUE,FALSE,47,16,31,0,0,0
6-2 5-7 7-5,6-2,FALSE,3,6-2,5-7,7-5,TRUE,FALSE,75,25,50,0,0,0
6-3 5-7 7-5,6-3,FALSE,3,6-3,5-7,7-5,TRUE,TRUE,114,61,53,1,0,1
6-4 5-7 7-5,6-4,FALSE,3,6-4,5-7,7-5,TRUE,FALSE,114,53,61,0,0,0
7-5 5-7 7-5,7-5,FALSE,3,7-5,5-7,7-5,TRUE,FALSE,50,21,29,0,0,0
7-6 5-7 7-5,7-6,FALSE,3,7-6,5-7,7-5,TRUE,TRUE,54,35,19,1,1,0
6-0 6-7 7-5,6-0,FALSE,3,6-0,6-7,7-5,TRUE,FALSE,17,9,8,0,0,0
6-1 6-7 7-5,6-1,FALSE,3,6-1,6-7,7-5,TRUE,TRUE,61,34,27,4,2,2
6-2 6-7 7-5,6-2,FALSE,3,6-2,6-7,7-5,TRUE,TRUE,104,57,47,1,1,0
6-3 6-7 7-5,6-3,FALSE,3,6-3,6-7,7-5,TRUE,TRUE,135,79,56,3,2,1
6-4 6-7 7-5,6-4,FALSE,3,6-4,6-7,7-5,TRUE,TRUE,159,99,60,3,3,0
7-5 6-7 7-5,7-5,FALSE,3,7-5,6-7,7-5,TRUE,TRUE,65,34,31,1,1,0
7-6 6-7 7-5,7-6,FALSE,3,7-6,6-7,7-5,TRUE,TRUE,98,70,28,3,0,3
6-0 0-6 7-6,6-0,FALSE,3,6-0,0-6,7-6,TRUE,FALSE,4,1,3,0,0,0
6-1 0-6 7-6,6-1,FALSE,3,6-1,0-6,7-6,TRUE,FALSE,7,2,5,0,0,0
6-2 0-6 7-6,6-2,FALSE,3,6-2,0-6,7-6,TRUE,FALSE,20,13,7,0,0,0
6-3 0-6 7-6,6-3,FALSE,3,6-3,0-6,7-6,TRUE,FALSE,19,10,9,0,0,0
6-4 0-6 7-6,6-4,FALSE,3,6-4,0-6,7-6,TRUE,TRUE,15,3,12,1,0,1
7-5 0-6 7-6,7-5,FALSE,3,7-5,0-6,7-6,TRUE,FALSE,11,7,4,0,0,0
7-6 0-6 7-6,7-6,FALSE,3,7-6,0-6,7-6,TRUE,FALSE,21,12,9,0,0,0
6-0 1-6 7-6,6-0,FALSE,3,6-0,1-6,7-6,TRUE,FALSE,5,3,2,0,0,0
6-1 1-6 7-6,6-1,FALSE,3,6-1,1-6,7-6,TRUE,FALSE,34,20,14,0,0,0
6-2 1-6 7-6,6-2,FALSE,3,6-2,1-6,7-6,TRUE,FALSE,60,33,27,0,0,0
6-3 1-6 7-6,6-3,FALSE,3,6-3,1-6,7-6,TRUE,TRUE,99,69,30,2,2,0
6-4 1-6 7-6,6-4,FALSE,3,6-4,1-6,7-6,TRUE,TRUE,117,72,45,3,2,1
7-5 1-6 7-6,7-5,FALSE,3,7-5,1-6,7-6,TRUE,FALSE,41,22,19,0,0,0
7-6 1-6 7-6,7-6,FALSE,3,7-6,1-6,7-6,TRUE,FALSE,50,35,15,0,0,0
6-0 2-6 7-6,6-0,FALSE,3,6-0,2-6,7-6,TRUE,FALSE,9,7,2,0,0,0
6-1 2-6 7-6,6-1,FALSE,3,6-1,2-6,7-6,TRUE,TRUE,43,22,21,1,1,0
6-2 2-6 7-6,6-2,FALSE,3,6-2,2-6,7-6,TRUE,TRUE,107,56,51,1,0,1
6-3 2-6 7-6,6-3,FALSE,3,6-3,2-6,7-6,TRUE,TRUE,154,94,60,5,3,2
6-4 2-6 7-6,6-4,FALSE,3,6-4,2-6,7-6,TRUE,TRUE,142,88,54,6,4,2
7-5 2-6 7-6,7-5,FALSE,3,7-5,2-6,7-6,TRUE,TRUE,52,34,18,2,2,0
7-6 2-6 7-6,7-6,FALSE,3,7-6,2-6,7-6,TRUE,TRUE,112,83,29,3,3,0
6-0 3-6 7-6,6-0,FALSE,3,6-0,3-6,7-6,TRUE,FALSE,27,14,13,0,0,0
6-1 3-6 7-6,6-1,FALSE,3,6-1,3-6,7-6,TRUE,TRUE,110,67,43,1,1,0
6-2 3-6 7-6,6-2,FALSE,3,6-2,3-6,7-6,TRUE,TRUE,172,109,63,5,3,2
6-3 3-6 7-6,6-3,FALSE,3,6-3,3-6,7-6,TRUE,TRUE,320,221,99,11,6,5
6-4 3-6 7-6,6-4,FALSE,3,6-4,3-6,7-6,TRUE,TRUE,328,226,102,10,5,5
7-5 3-6 7-6,7-5,FALSE,3,7-5,3-6,7-6,TRUE,TRUE,111,82,29,5,3,2
7-6 3-6 7-6,7-6,FALSE,3,7-6,3-6,7-6,TRUE,TRUE,217,171,46,6,5,1
6-0 4-6 7-6,6-0,FALSE,3,6-0,4-6,7-6,TRUE,FALSE,29,14,15,0,0,0
6-1 4-6 7-6,6-1,FALSE,3,6-1,4-6,7-6,TRUE,TRUE,77,38,39,2,2,0
6-2 4-6 7-6,6-2,FALSE,3,6-2,4-6,7-6,TRUE,TRUE,156,88,68,5,5,0
6-3 4-6 7-6,6-3,FALSE,3,6-3,4-6,7-6,TRUE,TRUE,233,147,86,5,3,2
6-4 4-6 7-6,6-4,FALSE,3,6-4,4-6,7-6,TRUE,TRUE,237,152,85,11,6,5
7-5 4-6 7-6,7-5,FALSE,3,7-5,4-6,7-6,TRUE,TRUE,101,66,35,4,1,3
7-6 4-6 7-6,7-6,FALSE,3,7-6,4-6,7-6,TRUE,TRUE,203,166,37,4,3,1
6-0 5-7 7-6,6-0,FALSE,3,6-0,5-7,7-6,TRUE,FALSE,11,4,7,0,0,0
6-1 5-7 7-6,6-1,FALSE,3,6-1,5-7,7-6,TRUE,TRUE,53,26,27,2,1,1
6-2 5-7 7-6,6-2,FALSE,3,6-2,5-7,7-6,TRUE,TRUE,75,49,26,1,0,1
6-3 5-7 7-6,6-3,FALSE,3,6-3,5-7,7-6,TRUE,TRUE,107,75,32,3,2,1
